user_type,authenticated,effective_roles,effective_modules,feature_id,platform,platform_treatment,discover,view,create,edit,delete,archive,deactivate,import,export,submit,validate,approve,reject,assign,publish,report,administer
intern,true,Intern|Fan|Customer,Internships|Packages,technical.course-registration,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
intern,true,Intern|Fan|Customer,Internships|Packages,technical.whatsapp-consent-public,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
intern,true,Intern|Fan|Customer,Internships|Packages,technical.whatsapp-consent-public,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
intern,true,Intern|Fan|Customer,Internships|Packages,experimental.future-stubs,web,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
intern,true,Intern|Fan|Customer,Internships|Packages,experimental.future-stubs,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,public.platform,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,public.platform,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,home,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,home,mobile,native,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,community,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,community,mobile,native,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,community.club,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,community.club,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,community.member,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,community.member,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,artist.public,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,artist.public,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,artist.onboarding,web,available,allowed,allowed,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,artist.onboarding,mobile,native,allowed,allowed,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,marketplace,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,marketplace,mobile,web-fallback,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,marketplace.order-tracking,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,marketplace.order-tracking,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,service.mixing-mastering,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,service.mixing-mastering,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,bookings.public,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,bookings.public,mobile,native,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,bookings.dj-booth,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,bookings.dj-booth,mobile,native,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,public.trials,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,public.trials,mobile,web-fallback,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,public.live-session-registration,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,public.live-session-registration,mobile,web-fallback,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,public.records,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,public.records,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,public.donations,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,public.donations,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,public.domo,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,public.domo,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,profile.detail,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,profile.detail,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social,web,available,allowed,allowed,allowed,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social,mobile,native,allowed,allowed,allowed,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.instagram,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.instagram,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.vcard,web,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.vcard,mobile,native,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.inbox,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.inbox,mobile,web-fallback,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.events,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.events,mobile,native,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.events.create,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.events.create,mobile,native,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.event.detail,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.event.detail,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.event.logistics,web,available,allowed,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.event.logistics,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.discovery,web,available,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,social.discovery,mobile,native,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required,flag-required
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,chat,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,chat,mobile,web-fallback,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,crm.contacts,web,available,allowed,allowed,allowed,allowed,locked-requestable,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,crm.contacts,mobile,native,allowed,allowed,allowed,allowed,locked-requestable,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,crm.companies,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,crm.companies,mobile,native,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,crm.leads,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,crm.leads,mobile,web-fallback,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.calendar,web,available,allowed,allowed,allowed,allowed,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.calendar,mobile,native,allowed,allowed,allowed,allowed,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.rooms,web,available,allowed,allowed,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.rooms,mobile,native,allowed,allowed,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.orders,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.orders,mobile,web-fallback,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.services,web,available,allowed,allowed,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.services,mobile,web-fallback,allowed,allowed,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.pipelines,web,available,allowed,allowed,allowed,allowed,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.pipelines,mobile,native,allowed,allowed,allowed,allowed,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.live-sessions,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.live-sessions,mobile,web-fallback,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.domo-campaign,web,available,allowed,allowed,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.domo-campaign,mobile,web-fallback,allowed,allowed,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.reports,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,studio.reports,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,school.teacher-portal,web,available,allowed,allowed,allowed,allowed,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,school.teacher-portal,mobile,web-fallback,allowed,allowed,allowed,allowed,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,school.teachers,web,available,allowed,allowed,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,school.teachers,mobile,web-fallback,allowed,allowed,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,school.classes,web,available,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,school.classes,mobile,web-fallback,allowed,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,school.trial-lessons,web,available,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,school.trial-lessons,mobile,web-fallback,allowed,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,school.trial-queue,web,available,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,school.trial-queue,mobile,web-fallback,allowed,allowed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,allowed,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,internships,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,internships,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.artists,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.artists,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.projects,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.projects,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.releases,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.releases,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.assets,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.assets,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.tracks,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.tracks,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.ddex.inbox,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,locked-requestable,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.ddex.inbox,mobile,native,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,locked-requestable,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.ddex.document,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.ddex.document,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.ddex.import,web,available,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed,concealed
