user_type,authenticated,effective_roles,effective_modules,feature_id,platform,platform_treatment,discover,view,create,edit,delete,archive,deactivate,import,export,submit,validate,approve,reject,assign,publish,report,administer
fan-client,true,Fan|Customer,Packages,finance.account-report-builder,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,finance.esteban-report,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,finance.esteban-report,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,finance.david-report,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,finance.david-report,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
fan-client,true,Fan|Customer,Packages,admin.course-registrations,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,admin.course-registrations,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,admin.courses,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,admin.courses,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,admin.users,web,available,concealed,concealed,concealed,concealed,concealed,not-supported,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,concealed
fan-client,true,Fan|Customer,Packages,admin.users,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
fan-client,true,Fan|Customer,Packages,admin.roles,web,available,concealed,concealed,not-supported,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,concealed
fan-client,true,Fan|Customer,Packages,admin.roles,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
fan-client,true,Fan|Customer,Packages,admin.system-status,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,admin.system-status,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,admin.activity,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,admin.activity,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,admin.logs,web,available,locked-requestable,locked-requestable,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,admin.logs,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,admin.diagnostics,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
fan-client,true,Fan|Customer,Packages,admin.diagnostics,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
fan-client,true,Fan|Customer,Packages,admin.brain,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
fan-client,true,Fan|Customer,Packages,admin.brain,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
fan-client,true,Fan|Customer,Packages,admin.calendar-integration,web,available,concealed,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,concealed
fan-client,true,Fan|Customer,Packages,admin.calendar-integration,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
fan-client,true,Fan|Customer,Packages,admin.cms,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported
fan-client,true,Fan|Customer,Packages,admin.cms,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported
